id,wine_id,eye,eye_score,nose,nose_score,mouth,mouth_score,finish,finish_score,opinion,opinion_score,total_score
151,535a607f7dd3dc0200005575,,0,,0,,0,,0,,0,0
152,535a5fe07dd3dc020000399b,,0,,0,,0,,0,,0,0
153,535a5f867dd3dc0200001671,,0,,0,,0,,0,,0,0
154,549cb98fb26fbf020000001d,Clear depth,13,"Fruity, Berry, Spicy aromas",23,"Fruity, Berry, Spicy flavours, Flat sweetness, Fresh acidity",25,"Medium duration, Good quality, Middle peaktime",12,"Subtle complexity, Memorable interest, Harmonious balance",8,81
155,552fb2f4d0259c0300000022,Opaque depth,14,"Apple, Floral aromas",25,"Apple, Floral, Toast flavours",25,"Medium duration, Good quality, Middle peaktime",12,"Subtle complexity, Pleasant interest, Expected typicity, Harmonious balance",7,83
156,569d2c1b3551b90300025e60,"Clear rim, Clear depth",12,"Strawberry, Berry, Floral, Fruity, Aged, Violet, Vegetal aromas",20,"Strawberry, Berry, Spicy, Butterscotch, Rose, Violet, Caramel flavours, Fresh acidity, Mild alcohol",21,"Medium duration, Good quality, Middle peaktime",11,"Subtle complexity, Pleasant interest, Expected typicity, Harmonious balance",6,70
157,569eb7a4e88cc9120a4969fb,,0,,0,,0,,0,,0,0
158,569eb7a4e88cc9120a496a64,,0,,0,,0,,0,,0,0
159,569eb7a4e88cc9120a496a2c,,0,,0,,0,,0,,0,0
160,569eb7a6e88cc9120a496b2e,,0,,0,,0,,0,,0,0
161,569eb7a4e88cc9120a496a71,,0,,0,,0,,0,,0,0
162,569eb7a6e88cc9120a496b73,,0,,0,,0,,0,,0,0
163,569eb7a5e88cc9120a496ab7,,0,,0,,0,,0,,0,0
164,569eb7a7e88cc9120a496c01,,0,,0,,0,,0,,0,0
165,569eb7a7e88cc9120a496bec,,0,,0,,0,,0,,0,0
166,569eb7abe88cc9120a496d18,,0,,0,,0,,0,,0,0
167,569eb7aae88cc9120a496c62,,0,,0,,0,,0,,0,0
168,569eb7abe88cc9120a496ce6,,0,,0,,0,,0,,0,0
169,554250f1eb915703000026ec,,0,,0,,0,,0,,0,0
170,55d3c9768a31010300000056,"Clear rim, Clear depth",15,"Toast, Strawberry aromas",24,"Cherry flavour, Flat acidity, Mild alcohol",22,"Short duration, Poor quality, Early peaktime",10,"Simple complexity, Pleasant interest, Expected typicity, Harmonious balance",7,78
171,55f3593994af6d0300000074,,11,"Grapefruit, Peach, Apple, Tea, Honey aromas",25,"Grapefruit, Peach, Apple, Tea, Honey flavours",23,,13,,7,79
172,5612070378ebec030000010f,"Translucent rim, Translucent depth",15,"Fruity, Citrus aromas",21,"Fruity, Citrus flavours",20,"Medium duration, Good quality, Middle peaktime",7,"Subtle complexity, Pleasant interest, Expected typicity, Harmonious balance",7,70
173,5ab17557e6ad717f0b40a6b4,"Translucent rim, Translucent depth",15,"Strawberry, Berry, Rose aromas",27,"Strawberry, Berry flavours, Flat acidity, Mild alcohol",26,"Medium duration, Good quality, Middle peaktime",13,"Subtle complexity, Pleasant interest, Expected typicity",8,89
174,5aaead2d9d0d7ff27728e636,"Clear rim, Clear depth",15,"Strawberry, Berry, Rose aromas",27,"Strawberry, Berry, Rose flavours, Flat acidity, Mild alcohol",27,"Medium duration, Good quality, Middle peaktime",13,"Subtle complexity, Pleasant interest, Expected typicity, Harmonious balance",8,90
175,5ab2b9af65ef0a890b442c9c,"Clear rim, Clear depth",15,"Strawberry, Tropical, Berry aromas",26,"Strawberry, Tropical, Berry flavours, Fresh acidity, Mild alcohol",27,"Medium duration, Good quality",13,"Subtle complexity, Pleasant interest",8,89
176,5b11c11d345ec37a0bcb7340,,0,,0,,0,,0,,0,0
177,5b11be3905e04c700b75c312,,0,,0,,0,,0,,0,0
178,5b11c23d345ec37a0bcb7342,,0,,0,,0,,0,,0,0
179,535973d9682acc0200001b2e,,0,,0,,0,,0,,0,0
180,53597411682acc02000041a3,,0,,0,,0,,0,,0,0
181,535973ed682acc0200003740,,0,,0,,0,,0,,0,0
182,535a61a07dd3dc0200006049,,0,,0,,0,,0,,0,0
183,535a60657dd3dc02000052e2,,0,,0,,0,,0,,0,0
184,535a6d147dd3dc0200009dc2,,0,,0,,0,,0,,0,0
185,554250e8eb91570300000bd4,,0,,0,,0,,0,,0,0
186,554250e8eb91570300000e53,,0,,0,,0,,0,,0,0
187,554250eaeb915703000013fa,,0,,0,,0,,0,,0,0
188,554250eaeb91570300001510,,0,,0,,0,,0,,0,0
189,554250eceb915703000017ec,,0,,0,,0,,0,,0,0
190,535973e2682acc0200002e54,,0,,0,,0,,0,,0,0
191,535a5f887dd3dc020000188b,,0,,0,,0,,0,,0,0
192,554250e8eb91570300000e95,,0,,0,,0,,0,,0,0
193,554250eaeb9157030000129a,,0,,0,,0,,0,,0,0
194,535a62097dd3dc02000068d3,,0,,0,,0,,0,,0,0
195,554250e5eb91570300000304,,0,,0,,0,,0,,0,0
196,554250f0eb91570300002635,,0,,0,,0,,0,,0,0
197,554250eceb91570300001c89,,0,,0,,0,,0,,0,0
198,554250efeb91570300002360,,0,,0,,0,,0,,0,0
199,554250eaeb91570300001472,,0,,0,,0,,0,,0,0
200,55fe356fcc774f0300000015,,0,,0,,0,,0,,0,0
201,574317df13d53e83254fe893,,0,,0,,0,,0,,0,0
202,535a5fb17dd3dc0200002cdd,,0,,0,,0,,0,,0,0
203,535977bf682acc020000977b,,0,,0,,0,,0,,0,0
204,535a64b87dd3dc0200007d84,,0,,0,,0,,0,,0,0
205,535a681d7dd3dc0200008810,,0,,0,,0,,0,,0,0
206,535a61887dd3dc0200005e7f,,0,,0,,0,,0,,0,0
207,530b9a505742860200000591,,0,,0,,0,,0,,0,0
208,530b9a4f57428602000002c9,,0,,0,,0,,0,,0,0
209,535975e3682acc0200007680,,0,,0,,0,,0,,0,0
210,535977a1682acc0200008731,,0,,0,,0,,0,,0,0
211,535a624a7dd3dc0200006b7d,,0,,0,,0,,0,,0,0
212,535a5fbf7dd3dc020000342f,,0,,0,,0,,0,,0,0
213,53814152d984bf0200000013,"Translucent rim, Translucent depth",12,"Apple, Grapefruit, Apricot, White Flowers, Orange Blossom aromas",20,"Apple, Grapefruit, Apricot, White Flowers, Orange Blossom flavours, Fresh sweetness, Fresh acidity, Mild alcohol",22,"Medium duration, Good quality, Early peaktime",11,,7,72
214,55d4b9fb8a3101030000028a,"Clear rim, Clear depth",15,"Strawberry, Toast aromas",25,"Strawberry flavour, Bright acidity, Mild alcohol",25,"Long duration, Good quality, Middle peaktime",13,"Complex complexity, Pleasant interest, Expected typicity",8,86
215,54dd41740045330300000003,,11,"Floral, Fruity aromas",20,"Floral, Fruity flavours",22,,12,,6,71
216,569eb7ace88cc9120a496d29,,0,,0,,0,,0,,0,0
217,57509d5aeed223dc40d6f204,Clear rim,15,"Rose, Strawberry aromas",26,"Berry, Cherry flavours, Bright acidity, Supple tannins, Mild alcohol",25,"Medium duration, Good quality, Middle peaktime",13,Subtle complexity,7,86
218,5681df2bc0cf330300db9fac,Clear rim,15,Toast aroma,25,"Toast, Berry flavours, Fresh acidity, Mild alcohol",25,"Medium duration, Good quality",12,"Expected typicity, Harmonious balance",7,84
219,569eb7a4e88cc9120a496a3c,,0,,0,,0,,0,,0,0
220,569eb7a4e88cc9120a496a55,,0,,0,,0,,0,,0,0
221,569eb7a5e88cc9120a496ae0,,0,,0,,0,,0,,0,0
222,569eb7a6e88cc9120a496b49,,0,,0,,0,,0,,0,0
223,569eb7a4e88cc9120a496a62,,0,,0,,0,,0,,0,0
224,569eb7a6e88cc9120a496b7b,,0,,0,,0,,0,,0,0
225,569eb7aae88cc9120a496c5e,,0,,0,,0,,0,,0,0
226,569eb7aae88cc9120a496cac,,0,,0,,0,,0,,0,0
227,569eb7a5e88cc9120a496b2a,,0,,0,,0,,0,,0,0
228,569eb7a7e88cc9120a496c2e,,0,,0,,0,,0,,0,0
229,5546fb6ec435ae03000000b0,,13,"Jam, Spicy, Woody, Vanilla, Fruity, Rose, Strawberry aromas",27,"Jam, Spicy, Woody, Vanilla, Fruity, Grapefruit, Rose flavours",27,,13,,8,88
230,5b11bfe9345ec37a0bcb733e,,0,,0,,0,,0,,0,0
231,5359757d682acc0200006da2,,9,"Spicy, Fruity, Clove, Black Pepper, Earthy aromas",21,"Spicy, Fruity, Citrus, Berry, Clove, Black Pepper, Earthy flavours",22,,10,,7,69
232,535a60057dd3dc0200004634,,0,,0,,0,,0,,0,0
233,535a62bf7dd3dc0200006ff4,,0,,0,,0,,0,,0,0
234,535a5fb27dd3dc0200002e76,,0,,0,,0,,0,,0,0
235,535973d0682acc0200000390,,0,,0,,0,,0,,0,0
236,535973d2682acc02000007dc,,0,,0,,0,,0,,0,0
237,535a5f857dd3dc0200001435,,0,,0,,0,,0,,0,0
238,535a5fe57dd3dc0200003f57,,0,,0,,0,,0,,0,0
239,535a61877dd3dc0200005e4b,,0,,0,,0,,0,,0,0
240,535a6a307dd3dc0200008c13,,0,,0,,0,,0,,0,0
241,535a6cdf7dd3dc0200009866,,0,,0,,0,,0,,0,0
242,535a5f7e7dd3dc0200000896,,0,,0,,0,,0,,0,0
243,5411d6beb6aaa60200000005,,8,,23,,21,,11,,8,71
244,5681db73c0cf330300db9ec2,"Clear rim, Clear depth",15,"Raspberry, Strawberry, Berry, Floral aromas",27,"Raspberry, Strawberry, Berry, Floral flavours, Fresh acidity, Mild alcohol",27,"Long duration, Good quality, Middle peaktime",13,"Complex complexity, Pleasant interest, Expected typicity, Harmonious balance",8,90
245,569eb7a4e88cc9120a4969fa,,0,,0,,0,,0,,0,0
246,569eb7a4e88cc9120a496a4f,,0,,0,,0,,0,,0,0
247,569eb7a4e88cc9120a496a75,,0,,0,,0,,0,,0,0
248,569eb7a4e88cc9120a496a56,,0,,0,,0,,0,,0,0
249,569eb7a7e88cc9120a496bfd,,0,,0,,0,,0,,0,0
250,569eb7aae88cc9120a496c66,,0,,0,,0,,0,,0,0
251,569eb7a5e88cc9120a496b11,,0,,0,,0,,0,,0,0
252,569eb7aae88cc9120a496c80,,0,,0,,0,,0,,0,0
253,569eb7aae88cc9120a496c78,,0,,0,,0,,0,,0,0
254,569eb7abe88cc9120a496cc3,,0,,0,,0,,0,,0,0
255,572d52e48b4fbd5b302fd6f8,,12,"Floral, Citrus, Tropical aromas",25,"Floral, Citrus, Tropical flavours",25,,12,,7,81
256,581671bf6797413127a6484f,,12,"Orange Blossom, Apricot, White Flowers aromas",20,"Orange Blossom, Apricot, White Flowers flavours",24,,11,,7,74
257,55e32a88d5b50b0300000087,"Translucent rim, Translucent depth",15,Strawberry aroma,27,"Strawberry flavour, Fresh acidity, Mild alcohol",27,"Long duration, Good quality, Middle peaktime",13,"Subtle complexity, Memorable interest, Expected typicity, Harmonious balance",8,90
258,56417b7bcd9e39030000001e,"Clear rim, Translucent depth",15,"Cherry, Fruity aromas",25,"Cherry, Fruity flavours",24,"Medium duration, Good quality, Late peaktime",12,"Complex complexity, Pleasant interest, Expected typicity, Harmonious balance",8,84
259,591c39ab124b4f0125ca4490,"Clear rim, Clear depth",15,"Strawberry, Rose aromas",26,"Strawberry, Berry flavours, Flat sweetness, Mild alcohol",26,"Medium duration, Good quality, Middle peaktime",13,"Subtle complexity, Pleasant interest, Typical typicity, Harmonious balance",8,88
260,59b180b48ff0d5667fa08839,"Clear rim, Clear depth",15,"Berry, Strawberry aromas",26,"Berry, Blackberry flavours, Fresh acidity, Mild alcohol",26,"Medium duration, Good quality, Middle peaktime",12,"Subtle complexity, Pleasant interest, Expected typicity, Harmonious balance",8,87
261,5aa8461c2f47942640447639,"Clear rim, Clear depth",15,"Strawberry, Rose aromas",26,"Strawberry, Apple, Rose flavours, Flat sweetness, Fresh acidity, Mild alcohol",26,"Medium duration, Good quality, Middle peaktime",13,"Subtle complexity, Pleasant interest, Typical typicity, Harmonious balance",8,88
262,5aaa75d72f4794264044765a,Clear rim,15,"Berry, Apple, Melon aromas",27,"Berry, Apple, Melon flavours, Flat acidity, Supple tannins, Mild alcohol",26,"Medium duration, Good quality, Middle peaktime",13,"Subtle complexity, Pleasant interest, Expected typicity, Harmonious balance",8,89
263,5b11c090345ec37a0bcb733f,,0,,0,,0,,0,,0,0
264,530b9a505742860200000574,,12,"Woody, Microbiological, Sherry aromas",16,"Fruity, Tree flavours",25,,12,,8,73
265,535a5ff47dd3dc0200003f8c,,0,,0,,0,,0,,0,0
266,535a62c37dd3dc0200007449,,0,,0,,0,,0,,0,0
